Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
M8,M8_021-1,33.4417,-9.1333,26/01/1967,-500,0,0,39.2,0,0,0,0,0,0,0.4,0,3.2,3.2,0,0,0,0,0,0,20.8,0,4.8,4.8,0.8,16.8,0,3.2,0,3.6,0,0,2.8,2.8,0,0,0,0,0,0,1.2,250,"Jörn Thiede, AWI"
M8,M8_031-1,34.8,-10.2533,01/02/1967,-4226,0,0,26.8,0,0,0,0,0,0,0,0,3.5,2.9,0.3,0,0,0,0,0,9.1,0,0.3,0.3,1.6,37.3,0,6.5,0,0.9,0,0,6.8,6.8,0,1.3,0,0,0,0,2.9,306,"Jörn Thiede, AWI"
M9,M9/98-1,36.033,-11.817,,-4045,0,0.2,33,0,0,0,0,0,0.2,0.4,0,8.3,0,0.8,0,0,0,0,0,9.3,0,0.6,0.6,1.1,26.9,0,6.1,1.1,1.9,0,0,6.8,6.8,0,1.3,0,0,0,0,2.7,453,"Jörn Thiede, AWI"
M9/4,GeoB1101-4,1.6633,-10.9767,22/02/1989,-4567,0,3.7,1.9,0,0,0.1,1,0.6,0.6,13.6,0,1.4,0,0,3.1,12.2,0,5.6,0,0.8,0,0,0,1.3,16.9,0,19.7,13.7,0.2,0.2,0,0,0,0.2,3.1,0,12.4,0,0,0,454,Uwe Pflaumann
M9/4,GeoB1103-3,0.6017,-9.2633,24/02/1989,-4321,0,3.4,5.5,0.1,0,0.3,1.5,0,0.2,8.5,0.8,9.7,0,0.2,1,6.8,0,5.9,0,1.9,0,0,0,1.7,27.8,0.8,11,8.7,0.6,0,0.1,0,0.1,1.6,1.9,0,8.4,0,0,0.4,738,Uwe Pflaumann
M9/4,GeoB1104-4,-1.1633,-10.725,24/02/1989,-3715,0,5.4,5,0,0,0,1.4,0.1,0.5,5.2,0.3,8.7,0.2,0,0.9,4.1,0,3.2,0,2.9,0,0,0,3,37.9,0.8,10.8,6.1,0.5,0.3,0.2,0,0.2,1.1,1.4,0,5.2,0,0,0.2,779,Uwe Pflaumann
M9/4,GeoB1105-4,-1.665,-12.4283,25/02/1989,-3225,0,5,4,0,0,0.4,0.4,0.1,0.3,4.7,0.2,15,0,0,1.2,5.3,0,3,0,2.2,0,0,0,2.5,34.3,2.6,11.1,3.7,1.1,0.6,0.1,0,0.1,1.1,1.2,0,6.4,0,0,0,828,Uwe Pflaumann
M9/4,GeoB1106-4,-1.76,-12.557,26/02/1989,-2443,0,6,6.2,0.2,0,0.1,0.5,0,0.3,5.7,0.4,11.6,0,0,3.9,0.9,0,2,0,6.2,0,0,0,3.7,35.7,0.7,5.9,4.2,1.2,1.3,0.6,0,0.6,2.1,0.6,0,3,0,0,0,995,Uwe Pflaumann
M9/4,GeoB1108-7,-2.1733,-9.8733,27/02/1989,-3876,0,5,3.3,0.9,0,0.2,0.4,0.1,1.1,3.4,0,7.8,0,0,2.3,5.8,0,2.8,0,0.9,0,0,0,4.6,43.1,0.4,9.7,4,1.3,0.2,0.4,0.1,0.5,0.8,1.4,0,6.6,0,0,0,621,Uwe Pflaumann
M9/4,GeoB1109-3,-6.0133,-7.745,28/02/1989,-4717,0,2.9,1.4,0,0,0.4,1.5,0.8,0.9,8,0,4.6,0,0,1.9,16.1,0,6.8,0,0,0,0,0,2.9,18.1,0,14.8,11.2,0.3,0,0,0,0,3.5,4,0,19.5,0,0,0,654,Uwe Pflaumann
M9/4,GeoB1110-4,-5.9433,-8.14,01/03/1989,-4172,0,4.7,3,0,0,0.6,1.1,0.6,0.3,6.9,0.1,10.7,0,0,0.8,6,0,2.5,0,0.3,0,0,0,5.9,32.5,0.4,11.8,5.7,0.4,0.7,0,0,0,2.7,2.2,0,8.7,0,0,0,815,Uwe Pflaumann
M9/4,GeoB1111-3,-5.8433,-8.6517,01/03/1989,-3812,0,4.4,2,0.1,0,1,0.3,0.6,0.1,6.8,0.1,8.4,0,0,1,5.7,0,4.1,0,0.4,0,0,0,6.8,35.3,0.3,11.8,5.5,0.4,1,0,0,0,2.9,0.9,0,8.6,0,0,0.4,821,Uwe Pflaumann
M9/4,GeoB1112-4,-5.7783,-10.75,02/03/1989,-3125,0,4.4,1.5,0,0,0.9,0.9,0.2,0.3,6.6,0,9.8,0,0,0.8,8.3,0,2.6,0,0.6,0,0,0,9,28.9,0.3,13.5,6.5,0.4,0.4,0.1,0,0.1,1.5,2.4,0,9.8,0,0,0.3,831,Uwe Pflaumann
M9/4,GeoB1113-4,-5.745,-11.0367,02/03/1989,-2374,0,5,2.6,0,0,0.3,0.5,0.1,0,6.2,0,10.8,0,0,1,7.7,0,2,0,1.5,0,0,0,10.2,32.5,0,9.6,4,1.2,1.2,0,0,0,2.7,1.2,0,10.4,0,0,0,694,Uwe Pflaumann
M9/4,GeoB1114-4,-5.285,-10.2033,03/03/1989,-3416,0,3.1,2.4,0,0,0.6,0.4,0.1,0.3,7.1,0.3,10.9,0,0,0.1,5.4,0,2.6,0,1.7,0,0,0,9.4,31.7,0.9,10.9,5.8,0.9,0.4,0.2,0,0.2,3.1,1.5,0,8.5,0,0,0.3,883,Uwe Pflaumann
M9/4,GeoB1116-2,-3.6233,-13.1867,04/03/1989,-3472,0,3.9,1.8,0,0,0,0.2,0.1,1,4.8,0.2,11.7,0,0,2.2,7.4,0,4.1,0,0.4,0,0,0,3.3,34.1,0.4,12.5,6.4,0.8,0.4,0,0,0,2.8,1.5,0,10.2,0,0,0,555,Uwe Pflaumann
M9/4,GeoB1117-2,-3.815,-14.8967,05/03/1989,-3984,0,3,2.1,0,0,0.4,0,0,0.6,3.9,0,9.1,0,0,0.5,6.9,0,3.1,0,0.2,0,0,0,5,40.9,0.4,9.7,8.5,0.4,0.4,0,0,0,2.1,3.1,0,9,0,0,0,814,Uwe Pflaumann
MIDLANTE_A-CH51,MIKS01,16.45,-20.0117,20/05/1974,-3503,0,0,16.4,0,0,0,0.3,0,0,2,0,11,0,0,19.1,1,0,0.7,0,22.7,0,0,0.3,6.7,12.4,4,1.3,0.3,0.3,0,2,0,0.7,1,1,0,0.7,0,68,0.1,312,Claude Pujol
NEAP,NEAP-02B,62.397,-23.2,,-1268,0,0,24.8,0,0,0,0,0,0,0,0.6,15.7,0,0,1.7,0,0,0,1.3,39,0,0,16.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,5.3,33.7,0,472,NEAP ex Swallow
NEAP,NEAP-03B,61.868,-23.942,,-1502,0,0,24.5,0,0,0,0,0,0,0,0.2,20.7,0,0,2.9,0,0,0,0.8,43.2,0,0,7.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,3,40.1,0,661,NEAP ex Swallow
NEAP,NEAP-04B,61.367,-24.172,,-1627,0,0,22.6,0,0,0,0,0,0,0,0.2,19.7,0,0,1.8,0,0,0,2,41.2,0,0,11.9,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,9.7,31.4,0,452,NEAP ex Swallow
NEAP,NEAP-05B,61.075,-24.53,,-1826,0,0.2,27.2,0,0,0,0,0,0,0,0.5,18.6,0.5,0,1.4,0,0,0,1.2,41.9,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,3.3,38.6,0,430,NEAP ex Swallow
NEAP,NEAP-06B,61.222,-22.49,,-1866,0,0,21.4,0,0,0,0,0,0,0,0,21.8,0,0,2,0,0,0,0.4,47,0,0,7.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,1.6,45.4,0,560,NEAP ex Swallow
NEAP,NEAP-07B,60.413,-23.645,,-1997,0,0,28.1,0,0,0,0,0,0,0,0.3,16.8,0,0,2.5,0,0,0,1.8,45.6,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,44.7,0,327,NEAP ex Swallow
NEAP,NEAP-08B,59.742,-22.2,,-2649,0,0,25.8,0,0,0,0,0,0,0,0,17.4,0.3,0,3.8,0,0,0,1.9,46.1,0,0,2.9,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,6.2,39.9,0,627,NEAP ex Swallow
NEAP,NEAP-09B,59.783,-23.923,,-2361,0,0,28.1,0,0,0,0,0,0,0,0.2,22.3,0,0,2.6,0,0,0,3.3,39.6,0,0,3.8,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.7,38.9,0,427,NEAP ex Swallow
NEAP,NEAP-11B,59.792,-22.653,,-2484,0,0,32.9,0,0,0,0,0,0,0,0.3,18.5,0.3,0,4.7,0,0,0,2.3,33.5,0,0,5.6,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,4.1,29.4,0.1,340,NEAP ex Swallow
NEAP,NEAP-12B,58.64,-23.993,,-2786,0,0,23.8,0,0,0,0,0,0,0,0,19.1,0.2,0,3.9,0,0,0,0.4,43.2,0,0,4.5,0,0,0,0,0,0.6,0,0,0,0,0,4.3,0,0,6.6,36.7,0,488,NEAP ex Swallow
NEAP,NEAP-13B,58.94,-24.4,,-2546,0,0.2,19.1,0.2,0,0,0,0,0,0,0,16.6,0.6,0,4.9,0,0,0,9.8,38.7,0,0,8.5,0,0.2,0.4,0,0,0.6,0,0,0,0,0,0,0,0,4,34.7,0.2,470,NEAP ex Swallow
NEAP,NEAP-14B,57.537,-24.72,,-2820,0,0,27.2,0,0,0,0,0,0,0,0,22,0,0,4.6,0,0,0,1.6,35,0,0,7.9,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,4.9,30.1,0.1,545,NEAP ex Swallow
NEAP,NEAP-15B,57.675,-25.64,,-2703,0,0,23,0,0,0,0,0,0,0,0,21.6,0,0,5.3,0,0,0,0.3,38.7,0,0,9.2,0,0,0,0,0,1.8,0,0,0.2,0.2,0,0,0,0,5.4,33.3,0,666,NEAP ex Swallow
NEAP,NEAP-17B,56.17,-27.338,,-2734,0,0,28,0,0,0,0,0,0,0,0,19.4,0,0,3.4,0,0,0,2.4,28.2,0,0,17.5,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,3.9,24.2,0,536,NEAP ex Swallow
NEAP,NEAP-18B,54.693,-28.35,,-2879,0,0,26,0,0,0,0,0,0,0,0,21.7,0.5,0,6.9,0,0,0,3.3,35.2,0,0,6.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1.2,34,0,423,NEAP ex Swallow
NEAP,NEAP-19B,52.765,-30.343,,-3283,0,0,35.2,0,0,0,0,0,0,0,0,12.3,0.2,0,8.7,0,0,0,2.3,39.9,0,0,1.1,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,1.9,38,0.1,471,NEAP ex Swallow
NEAP,NEAP-20B,42.488,-28.415,,-2878,0,2.9,22,0,0,0,0,0,0,0,9.5,9.5,2,0,13.9,0,0,0,1,19.3,0,0,2.4,0,5.4,0.2,0.5,0.2,6.3,0,1.7,3.2,4.9,0,0,0,0,0.7,18.5,0,410,NEAP ex Swallow
ODEN-96,OD-041-04,84.0292,11.2383,17/09/1996,-3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,671,Uwe Pflaumann
PALEOCINAT,SU90-01,39.9267,-30.4233,01/01/1990,-1970,0,0.3,20.9,0,0,0.3,0,0,0,0,11.6,8,4.5,0,8,0,0,0,1.2,6.2,3.1,0,3.1,0,13.5,7.6,1.1,1.1,6.7,0,3.3,2.5,5.8,0,0.3,0,0,0,0,0,1122,Josette Duprat
PALEOCINAT,SU90-02,40.57,-30.9617,01/01/1990,-2213,0,1.2,22.5,0.4,0,0.1,0,0,0.4,0,11.7,5.1,2.7,0,12.4,0,0,0,0.4,7.8,3.1,0,3.1,0,10.9,7.8,1.4,0,5.4,0,3,3.4,6.4,0,0.4,0,0,0,0,0,772,Josette Duprat
PALEOCINAT,SU90-03,40.505,-32.0533,01/01/1990,-2475,0,0.4,28.1,0.3,0,0.2,0,0,0,0,6.4,5.7,4.9,0.2,9.9,0,0,0,0.4,8.4,2.3,0,2.3,0,10.6,5.7,0.4,0.4,7.6,0.2,4.2,3,7.2,0,0.8,0,0,0,0,0,1317,Josette Duprat
PALEOCINAT,SU90-04,41.13,-32.0733,01/01/1990,-2865,0,0.4,22.5,0.4,0,0,0,0,0,0,10.2,4.9,5.8,0,14.6,0.3,0,0,0,11.5,1.3,0,1.3,0.7,12.8,4.4,1.6,0,4,0,2.4,2,4.4,0,0.3,0,0.3,0,0,0,1131,Josette Duprat
PALEOCINAT,SU90-06,42.03,-32.7117,01/01/1990,-3510,0,0.1,20.3,0.5,0,0.3,0,0,0,0,9.9,4.7,5.3,0.1,16.6,0.1,0,0,1.5,13.3,3.1,0,3.1,0.3,8.4,1.5,0.3,0.3,7.8,0,2.8,2.6,5.4,0,0.1,0,0.1,0,0,0.1,2074,Josette Duprat
PALEOCINAT,SU90-07,42.3367,-32.2633,01/01/1990,-3290,0,0,26.8,0,0,0.2,0.3,0,0,0,7.3,5.8,3.8,0,10.1,0.1,0,0,1.1,13.2,0.8,0,0.8,0,12,7,0.2,0.2,7.3,0,1.9,1.5,3.4,0,0.4,0,0.1,0,0,0,2900,Josette Duprat
PALEOCINAT,SU90-17,58.7967,-43.95,01/01/1990,-1605,0,0,19.6,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,55.4,19.9,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,Josette Duprat
PALEOCINAT,SU90-20,59.8617,-39.6633,01/01/1990,-2007,0,0,16.7,0,0,0,0,0,0,0,0,3.1,0,0,0.2,0,0,0,57.6,18.8,3.6,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,Josette Duprat
PALEOCINAT,SU90-20,59.8617,-39.6633,01/01/1990,-2007,0,0,9.3,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,79.7,9.8,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,Josette Duprat
PALEOCINAT,SU90-21,60.2833,-40.2283,01/01/1990,-2234,0,0,6.7,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,71.6,12.1,8.1,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,Josette Duprat
PALEOCINAT,SU90-37,55.1117,-20.7333,01/01/1990,-2676,0,0,33,0,0,0,0,0,0,0,0,13.1,0.2,0,13.5,0,0,0,1.2,31.8,3.2,0,3.2,0,0,0,0,0,3,0,0.4,0.4,0.8,0,0.2,0,0,0,0,0,503,Josette Duprat
PALEOCINAT,SU90-I01,44.7133,-34.0217,01/01/1990,-1535,0,0.2,21.9,0.4,0,0.2,0,0,0,0,1.9,7.2,2.1,0,12.4,0,0,0,15.5,17.7,3.7,0,3.7,0.2,4.5,4.5,0.6,0,5.1,0,1,0.6,1.6,0,0.4,0,0,0,0,0,515,Josette Duprat
PALEOCINAT,SU90-I02,45.09,-39.4383,01/01/1990,-1965,0,1,32.7,0,0,0.4,0,0,0,0,1.9,8.2,2.2,0,16.7,0.4,0,0,8.9,16.4,1.9,0,1.9,0.7,0.4,1.9,1.1,0,1.5,0,1.1,0.7,1.8,0,1.9,0,0.4,0,0,0,269,Hartmut Schulz
PALEOCINAT,SU90-I04,57.9783,-45.8967,01/01/1990,-2405,0,0,17.9,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,79.9,0,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,Josette Duprat
PALEOCINAT,SU90-I05,58.79,-43.96,01/01/1990,-1615,0,0,22.4,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,59.6,14.5,2.6,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,Josette Duprat
PALEOCINAT,SU90-I06,59.5217,-39.445,01/01/1990,-1315,0,0,7.1,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,82.3,7.5,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,Josette Duprat
PALEOCINAT,SU90-I10,52.5667,-21.93,01/01/1990,-2965,0,0,25.7,0,0,0,0,0,0,0,0,20.4,0.3,0,7.1,0,0,0,0.3,43.7,0.3,0,0.3,0,0,0,0,0,1.6,0,0,0.3,0.3,0,0.3,0,0,0,0,0,378,Josette Duprat
POS210/2,GIK23516-1,65.0327,-28.2832,16/08/1995,-1034,0,0,36.2,0,0,0,0,0,0,0,0,9.9,0,0,1,0,0,0,10.6,28,7.2,7.2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,27.3,0,293,Uwe Pflaumann
POS210/2,GIK23517-3,64.694,-29.0853,17/08/1995,-1058,0,0,34.5,0,0,0,0,0,0,0,0,9.1,0,0,0.3,0,0,0,10.6,30.4,8.1,6.5,14.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,30.4,0.2,582,Uwe Pflaumann
POS210/2,GIK23518-2,64.5428,-28.2033,17/08/1995,-1081,0,0,18.9,0,0,0,0,0,0,0,0.2,10.7,0,0,0.2,0,0,0,4.8,19.3,25,19.5,44.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.8,18.5,0,477,Uwe Pflaumann
POS210/2,GIK23519-4,64.7995,-29.5972,18/08/1995,-1903,0,0,33.2,0,0,0,0,0,0,0.5,0,9.6,0,0,0.8,0,0,0,12.1,29.8,6.8,6.6,13.4,0,0,0,0,0,0.6,0,0,0,0,0,0.1,0,0,0.5,29.3,0,853,Uwe Pflaumann
POS210/2,GIK23522-2,63.762,-28.6587,19/08/1995,-1560,0,0,42.6,0,0,0,0.2,0,0.2,0.6,0,7.6,0,0,0.5,0,0,0,12.3,29,3.4,3.1,6.4,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,1.3,27.7,0,620,Uwe Pflaumann
POS210/2,GIK23523-3,62.2505,-30.2207,21/08/1995,-2156,0,0,32.8,0,0,0,0,0,0.2,2,0,7.4,0,0,0.5,0,0,0,9.7,22.6,12.3,12,24.3,0,0.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0.2,22.5,0,658,Uwe Pflaumann
POS210/2,GIK23524-2,63.0048,-29.9045,21/08/1995,-2029,0,0,27,0,0,0,0.1,0,0,0.2,0,8.6,0,0,0.7,0,0,0,18.9,27.5,9.3,6.7,16,0,0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0.8,26.7,0,883,Uwe Pflaumann
POS210/2,GIK23525-3,63.2498,-27.5965,22/08/1995,-1178,0,0,40.3,0,0,0,0.2,0,0,0,0,7.5,0,0,1.3,0,0,0,18.2,26,3.5,2.5,6,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,26,0,600,Uwe Pflaumann
POS210/2,GIK23526-3,63.3993,-28.0635,22/08/1995,-1670,0,0,35.3,0,0,0,0,0,0,0.2,0.2,8.2,0,0,0.5,0,0,0,16.7,23.2,8.9,6,15,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,23.2,0,414,Uwe Pflaumann
POS210/2,GIK23527-3,62.7887,-29.8863,23/08/1995,-2144,0,0,32.8,0,0,0,0,0,0,0,0,9.4,0.2,0,0.2,0,0,0,7.7,20.1,15.9,13.4,29.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1.3,18.8,0.1,478,Uwe Pflaumann
POS210/2,GIK23528-3,63.164,-28.8415,23/08/1995,-1632,0,0,31.5,0,0,0,0,0,0,0.5,0,9.4,0,0,0.5,0,0,0,9.4,24.5,12.6,11.3,23.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,24.2,0.1,603,Uwe Pflaumann
RC08,RC08-16,-23.35,-16.53,18/12/1963,-4440,0,4.3,0.6,0.9,0,0.6,0.6,0.6,1.2,0,0.9,7.6,0,0,9.8,1.2,0,0,0,0.3,0,0,0,1.2,49.5,0,6.1,4.6,0.3,0.6,2.1,3.7,5.8,0,0.3,0,1.2,0.3,0,3,327,CLIMAP Project Members
RC08,RC08-18,-24.07,-15.12,18/12/1963,-3977,0,6.4,1.3,1.5,0,0.7,0.4,0,2,0.2,3.5,12.3,0.5,0,4.6,2.6,0,0,0,0,0,0,0.2,1.5,38.8,2,3.7,1.5,1.6,4.4,1.3,4,5.3,0.4,2.6,0,3,0,0,2,546,CLIMAP Project Members
RC08,RC08-22,-24.97,-13.27,19/12/1963,-2591,0,4.9,0,1.9,0,1.1,0.2,0.9,0.9,0,2.6,9.9,2.1,0,6.9,2.4,0,0,0,0.6,0,0,0,2.1,36.5,1.9,3,1.7,2.1,3.4,2.8,6.9,9.7,0,2.1,0,2.4,0.4,0.2,3.1,466,CLIMAP Project Members
RC08,RC08-23,-25.15,-12.77,19/12/1963,-3338,0,6.1,2.1,1.4,0,0.9,0.2,0,1.6,0,3.3,9.6,2.1,0,9.8,1.4,0,0,0,0,0,0,0,2.8,34.3,4,2.6,1.4,1.4,5.4,2.6,2.8,5.4,0.2,0.9,0,1.6,0,0,3.1,429,CLIMAP Project Members
RC08,RC08-27,-26.23,-10.62,20/12/1963,-3678,0,5.4,0,1.5,0,1.2,0,0.9,2.4,0.3,3,7.2,2.4,0,15.3,1.2,0,0,0,0,0,0,0,0.6,30.8,2.1,3,1.2,2.1,2.7,1.5,9.6,11.1,0,2.1,0,1.2,0,0,3.5,334,CLIMAP Project Members
RC08,RC08-28,-26.58,-9.433,21/12/1963,-4089,0,6.1,1.6,1.9,0,1,0,0.6,1.3,0,5.2,10.4,1.6,0,13.3,2.3,0,0.3,0,0,0,0,0,0.3,27.5,1.9,5.8,0.3,3.2,3.6,1.6,6.1,7.7,0,1.3,0,2.3,0,0,2.8,309,CLIMAP Project Members
RC09,RC09-212,44.2,-14.9,15/08/1965,-5083,0,0.8,3.6,0,0,0,0.6,0,1.9,0.2,0.6,6.1,0.8,0,14,0,0,0,8.1,39,0,0,0.6,0,1.1,0,0.2,0,0.8,0,0.4,0.2,0.6,0,18.4,0,0,11,28,2.6,472,CLIMAP Project Members
RC09,RC09-222,45.1,-10.57,21/08/1965,-4903,0,2.1,7.5,0.3,0,0,0,0,1.2,1.5,0.6,7.5,0.3,0,18.6,0,0,0,1.2,37.2,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,17.7,0,0,12,25.2,3.1,333,CLIMAP Project Members
RC09,RC09-225,54.983,-15.4,30/08/1965,-2334,0,0.3,18.9,0,0,0,0,0,0,2.2,0.9,20.8,0,0,6.5,0,0,0,0.6,37.9,0,0,6.5,0,0,0,0,0,2.2,0,0,0.3,0.3,0,0,0,0,16.8,21.1,2.9,324,CLIMAP Project Members
RC09,RC09-61,10.183,-77.22,14/01/1965,-3191,0,4.1,0,1.2,0,1.7,0.6,0.8,0.6,10.5,0,4.5,0,0,0,6.3,0,1.4,0,0,0,0,0,7.2,35.2,0.4,13.1,9.3,0.2,0.2,0,0.4,0.4,0.9,1.4,0,7.4,0,0,0,524,Gif-sur-Yvette
RC10,RC10-22,21.3,-69.67,31/12/1965,-3832,0,4.4,0,1.4,0,1.2,0.4,0,0,0.4,0.4,14.3,0,0.4,0.4,0,0,0,0,0,0,0,0,16.7,44,2.2,4.6,2,0.4,3.4,0.2,2.1,2.4,0,1.2,0,0,0,0,0,519,Gif-sur-Yvette
RC10,RC10-49,16.567,-79.53,21/01/1966,-1238,0,2.1,0,1.6,0,0.3,0,0,0,3.9,0,10,0,0,0,9.1,0.8,0,0,0,0,0,0,15,30,2.6,15.5,6,0.5,0.5,0,0,0,0.5,2.1,0,9.8,0,0,0,387,Gif-sur-Yvette
RC11,RC11-10,4.967,-45.97,14/12/1966,-3834,0,3.3,0.5,1,0,0.5,0,0.3,0.3,0.5,0,3.5,0,0,0,3.3,0,1.5,0,0.3,0,0,0,9.9,47.5,0,22.6,3.3,0,0,0,0.3,0.3,1,0.5,0,4.3,0.3,0,0,394,Gif-sur-Yvette
RC11,RC11-11,2.217,-45.4,15/12/1966,-3759,0,5.3,0,1.4,0,0.5,0,0.3,0,1.6,0.5,4.9,0,0,0,10.8,0,2.7,0,0,0,0,0,2.2,45,0.8,14.3,5.1,0.3,0.3,0,0,0,2.4,1.6,0,13.2,0,0,0,377,CLIMAP Project Members
RC11,RC11-12,0.917,-43.77,16/12/1966,-4145,0,4.9,0,0.9,0,1.5,0,0,0,3.6,0,5.7,0,0,0,9.8,0,5.1,0,0,0,0,0,2.7,38.4,0,19,6.2,0,0,0,0,0,1.2,0.9,0,11,0,0,0.1,344,CLIMAP Project Members
RC11,RC11-13,1.683,-41.52,17/12/1966,-4378,0,3.3,0,0.3,0,1.6,0.3,1,1,5.5,0,2,0,0,0,17,0,7.2,0,0.3,0,0,0,0.3,18.2,0,20.2,9.8,0,0,0,0,0,10.9,0.7,0,28.3,0.3,0,0,312,Gif-sur-Yvette
RC11,RC11-14,-2.0667,-40.6,18/12/1966,-1639,0,5.3,0,0,0,0.2,0,0,0.2,3.3,0.5,12.8,0,0,0,5.3,0,0.3,0,0,0,0,0,2.1,46.7,3.8,11,4.6,0,0.2,0,0,0,0.5,0.3,0,5.8,0,0,2.9,608,CLIMAP Project Members
RC11,RC11-15,-1.167,-36.95,19/12/1966,-4446,0,3.2,0,0.3,0,1,0,0.6,0.3,3.5,0,8.9,0,0,0.3,14.3,0,8.6,0,0.6,0,0,0,0,28.3,0,18.4,8.3,0,0,0,0,0,2.5,0,0,16.8,0.6,0,0.9,315,CLIMAP Project Members
RC11,RC11-16,-2.767,-35.22,20/12/1966,-3835,0,2.8,0,0.4,0,0.2,0,0.2,0,1.5,0.2,4.9,0,0,0,9.5,0,2.2,0,0,0,0,0,1.9,46.7,0,15.7,10.5,0.2,0,0,0,0,1.5,0.2,0,11,0,0,1.4,465,CLIMAP Project Members
RC11,RC11-21,-17.27,-35.97,30/12/1966,-4021,0,2.7,0,1.2,0,6.8,0.3,0,0.9,0.3,0,3.6,0,0,0.6,10.4,0,0,0,0,0,0,0,7.7,50.3,0,3.3,3,0,0.3,0.6,2.4,3,0.9,1.5,0,11.3,0,0,3.2,336,CLIMAP Project Members
RC11,RC11-22,-20.17,-32.7,01/01/1967,-4167,0,2.5,0,2.2,0,3,0.3,0,1.4,0.3,0,3,0.6,0,0.3,5,0,0,0,0,0,0,0,0.6,70.2,0,2.2,0.8,0,0,0.6,2.5,3.1,2.8,0.3,0,7.8,0,0,1.4,363,CLIMAP Project Members
RC11,RC11-255,30.75,-75.32,06/11/1967,-3728,0,10.4,1.3,2.4,0,0.8,0,0,0,3.5,6.2,7.5,1.6,0,1.6,3.7,0,1.9,0,0,0,0,0,2.4,34.8,0.8,4,4.8,0,3.2,5.7,1.6,7.5,0.8,0.8,0,4.5,0,0,0,384,Gif-sur-Yvette
